Date,City,Disease,Case_Count,AQI,PM2.5,PM10,Temperature,Humidity,Rainfall,Season,Festival,Day_Type
2021-08-30,Kolkata,Dengue,92,125.15,62.52,149.22,27.16,82.08,5.8,Monsoon,None,Normal Day
2021-08-31,Hyderabad,Malaria,39,196.87,90.25,209.61,22.6,40.97,22.39,Monsoon,None,Normal Day
2021-09-01,Kolkata,Influenza,46,247.03,171.95,261.29,21.06,74.81,17.14,Monsoon,None,Normal Day
2021-09-02,Mumbai,Typhoid,35,144.67,94.68,169.86,28.16,57.66,27.17,Monsoon,None,Normal Day
2021-09-03,Chennai,Dengue,77,75.05,35.33,72.69,25.67,89.81,17.92,Monsoon,None,Normal Day
2021-09-04,Mumbai,Asthma,47,117.12,49.12,118.79,23.23,50.67,10.49,Monsoon,None,Normal Day
2021-09-05,Kolkata,Malaria,6,298.24,230.05,261.18,30.37,59.35,3.0,Monsoon,None,Normal Day
2021-09-06,Hyderabad,Typhoid,47,134.26,84.94,153.6,26.62,42.09,6.55,Monsoon,None,Normal Day
2021-09-07,Mumbai,Dengue,75,144.29,102.47,122.01,25.47,82.43,24.61,Monsoon,None,Normal Day
2021-09-08,Kolkata,Malaria,10,260.3,200.06,264.13,30.7,34.07,18.42,Monsoon,None,Normal Day
2021-09-09,Hyderabad,Influenza,36,164.42,106.62,179.4,26.0,86.38,0.28,Monsoon,Ganesh Chaturthi,Holiday
2021-09-10,Chennai,Asthma,43,99.24,64.23,98.83,26.75,58.26,13.79,Monsoon,Ganesh Chaturthi,Holiday
2021-09-11,Delhi,Asthma,55,451.92,334.98,392.18,29.52,45.3,11.23,Monsoon,Ganesh Chaturthi,Holiday
2021-09-12,Delhi,Dengue,100,408.36,266.96,488.5,24.43,71.21,1.18,Monsoon,None,Normal Day
2021-09-13,Kolkata,Diarrhea,29,142.2,92.38,162.7,25.5,31.17,20.24,Monsoon,None,Normal Day
2021-09-14,Bengaluru,Asthma,20,46.31,23.85,41.07,28.42,49.27,4.24,Monsoon,None,Normal Day
2021-09-15,Chennai,Asthma,15,137.93,59.6,116.38,24.47,33.28,12.63,Monsoon,None,Normal Day
2021-09-16,Bengaluru,Malaria,13,75.51,59.55,64.69,22.95,40.21,10.71,Monsoon,None,Normal Day
2021-09-17,Chennai,Malaria,15,82.8,61.09,67.56,29.81,74.64,23.21,Monsoon,None,Normal Day
2021-09-18,Mumbai,Typhoid,16,115.94,78.76,124.85,23.9,31.58,9.39,Monsoon,None,Normal Day
2021-09-19,Mumbai,Asthma,14,104.86,54.87,119.48,28.47,71.64,20.46,Monsoon,None,Normal Day
2021-09-20,Delhi,Influenza,7,153.02,103.3,158.87,20.56,81.73,27.55,Monsoon,None,Normal Day
2021-09-21,Bengaluru,Influenza,46,59.51,46.67,52.47,23.48,71.58,10.18,Monsoon,None,Normal Day
2021-09-22,Kolkata,Diarrhea,26,154.11,66.9,157.62,30.4,87.91,3.5,Monsoon,None,Normal Day
2021-09-23,Chennai,Malaria,39,178.87,110.54,146.84,23.9,57.02,23.61,Monsoon,None,Normal Day
2021-09-24,Mumbai,Influenza,49,91.71,55.35,83.22,27.48,43.79,3.89,Monsoon,None,Normal Day
2021-09-25,Chennai,Typhoid,47,192.76,143.42,167.68,22.22,76.73,4.3,Monsoon,None,Normal Day
2021-09-26,Bengaluru,Influenza,18,133.2,93.17,126.3,25.11,35.73,26.43,Monsoon,None,Normal Day
2021-09-27,Bengaluru,Influenza,10,117.48,64.14,99.65,27.3,80.25,5.09,Monsoon,None,Normal Day
2021-09-28,Hyderabad,Influenza,20,127.93,70.6,128.68,24.12,87.86,4.04,Monsoon,None,Normal Day
2021-09-29,Bengaluru,Malaria,50,50.6,24.93,44.05,21.88,49.04,20.71,Monsoon,None,Normal Day
2021-09-30,Bengaluru,Asthma,37,108.15,71.47,119.17,21.44,85.12,28.3,Monsoon,None,Normal Day
2021-10-01,Chennai,Asthma,12,159.34,116.95,145.97,16.11,64.42,4.38,Autumn,None,Normal Day
2021-10-02,Mumbai,Dengue,35,161.25,100.54,153.3,19.9,52.52,3.41,Autumn,None,Normal Day
2021-10-03,Kolkata,Diarrhea,45,135.31,58.32,161.23,28.24,83.48,1.32,Autumn,None,Normal Day
2021-10-04,Hyderabad,Influenza,12,162.31,83.8,145.4,28.67,62.82,4.11,Autumn,None,Normal Day
2021-10-05,Chennai,Malaria,9,188.62,121.91,213.15,24.76,68.66,4.75,Autumn,None,Normal Day
2021-10-06,Mumbai,Asthma,21,78.45,60.35,89.41,18.64,70.32,1.95,Autumn,Navratri,Holiday
2021-10-07,Bengaluru,Asthma,14,92.92,59.59,82.29,29.28,70.07,2.61,Autumn,Navratri,Holiday
2021-10-08,Hyderabad,Typhoid,29,179.59,137.09,202.71,15.25,72.35,3.0,Autumn,Navratri,Holiday
2021-10-09,Delhi,Dengue,17,315.88,219.51,333.62,22.84,40.85,1.84,Autumn,None,Normal Day
2021-10-10,Delhi,Typhoid,36,366.97,280.93,403.52,21.56,45.67,0.29,Autumn,None,Normal Day
2021-10-11,Hyderabad,Influenza,46,87.47,49.28,93.84,29.84,72.53,1.72,Autumn,None,Normal Day
2021-10-12,Bengaluru,Diarrhea,44,56.76,28.54,67.6,19.76,58.35,1.45,Autumn,None,Normal Day
2021-10-13,Mumbai,Asthma,25,164.49,84.91,151.71,28.46,37.23,0.36,Autumn,None,Normal Day
2021-10-14,Mumbai,Malaria,47,57.19,37.88,57.64,29.25,36.93,4.9,Autumn,Dussehra,Holiday
2021-10-15,Delhi,Influenza,21,273.44,195.25,298.93,27.65,51.96,4.19,Autumn,Dussehra,Holiday
2021-10-16,Chennai,Dengue,38,103.73,76.85,100.97,29.29,45.54,0.14,Autumn,Dussehra,Holiday
2021-10-17,Kolkata,Diarrhea,29,190.93,115.94,223.2,23.42,70.89,1.17,Autumn,None,Normal Day
2021-10-18,Mumbai,Malaria,10,101.28,48.95,112.77,28.02,49.17,3.89,Autumn,None,Normal Day
2021-10-19,Bengaluru,Diarrhea,7,137.58,95.65,113.0,26.19,62.04,0.08,Autumn,None,Normal Day
2021-10-20,Kolkata,Dengue,8,214.14,137.52,230.7,25.31,51.46,0.41,Autumn,None,Normal Day
2021-10-21,Bengaluru,Asthma,5,66.01,44.98,69.16,16.57,64.72,0.65,Autumn,None,Normal Day
2021-10-22,Bengaluru,Diarrhea,8,33.31,21.55,36.4,22.64,89.04,0.36,Autumn,None,Normal Day
2021-10-23,Delhi,Dengue,7,448.89,185.25,506.96,28.39,56.12,4.22,Autumn,None,Normal Day
2021-10-24,Bengaluru,Influenza,13,46.38,35.99,48.49,22.66,76.3,2.91,Autumn,None,Normal Day
2021-10-25,Kolkata,Influenza,34,253.29,195.53,284.15,28.3,78.64,2.04,Autumn,None,Normal Day
2021-10-26,Hyderabad,Typhoid,42,132.89,54.63,144.48,18.2,44.41,0.77,Autumn,None,Normal Day
2021-10-27,Bengaluru,Malaria,11,82.83,38.98,81.19,16.9,51.9,4.13,Autumn,None,Normal Day
2021-10-28,Delhi,Typhoid,50,203.28,132.33,219.68,21.99,32.12,1.03,Autumn,None,Normal Day
2021-10-29,Hyderabad,Influenza,35,138.7,80.7,126.88,15.56,51.27,1.37,Autumn,None,Normal Day
2021-10-30,Hyderabad,Diarrhea,33,140.85,112.13,117.45,18.4,55.32,2.04,Autumn,None,Normal Day
2021-10-31,Kolkata,Dengue,43,233.14,160.19,270.51,20.74,87.8,4.71,Autumn,None,Normal Day
2021-11-01,Kolkata,Influenza,15,139.58,64.08,131.83,26.09,49.62,4.87,Autumn,None,Normal Day
2021-11-02,Hyderabad,Influenza,15,114.56,54.95,132.39,19.14,67.66,3.55,Autumn,None,Normal Day
2021-11-03,Chennai,Malaria,33,176.03,86.68,190.07,19.0,66.37,4.01,Autumn,Diwali,Holiday
2021-11-04,Hyderabad,Dengue,47,120.91,61.95,125.58,28.39,58.82,1.14,Autumn,Diwali,Holiday
2021-11-05,Chennai,Typhoid,20,182.11,98.72,174.98,19.63,84.11,3.99,Autumn,Diwali,Holiday
2021-11-06,Chennai,Asthma,17,197.28,98.91,233.01,19.58,84.78,0.52,Autumn,None,Normal Day
2021-11-07,Kolkata,Influenza,8,205.52,121.11,179.81,22.99,50.18,1.15,Autumn,None,Normal Day
2021-11-08,Mumbai,Diarrhea,49,46.84,20.29,45.12,16.82,87.73,1.55,Autumn,None,Normal Day
2021-11-09,Chennai,Dengue,10,159.1,95.07,154.08,22.5,75.69,3.84,Autumn,None,Normal Day
2021-11-10,Hyderabad,Typhoid,21,151.75,111.44,138.08,22.38,33.77,0.69,Autumn,None,Normal Day
2021-11-11,Kolkata,Influenza,40,199.69,138.17,226.11,16.97,56.71,3.49,Autumn,None,Normal Day
2021-11-12,Bengaluru,Influenza,47,49.2,31.37,40.44,26.61,52.36,1.77,Autumn,None,Normal Day
2021-11-13,Kolkata,Malaria,37,160.48,112.67,146.68,25.64,64.41,4.63,Autumn,None,Normal Day
2021-11-14,Delhi,Asthma,63,476.21,301.86,477.42,21.99,46.28,3.14,Autumn,None,Normal Day
2021-11-15,Kolkata,Influenza,13,140.03,85.28,136.88,28.47,45.5,2.07,Autumn,None,Normal Day
2021-11-16,Hyderabad,Diarrhea,8,163.34,125.85,166.61,23.9,53.23,0.38,Autumn,None,Normal Day
2021-11-17,Chennai,Asthma,26,69.11,46.91,80.52,27.22,39.21,2.09,Autumn,None,Normal Day
2021-11-18,Mumbai,Diarrhea,44,96.27,55.0,106.45,28.5,79.75,4.11,Autumn,None,Normal Day
2021-11-19,Hyderabad,Dengue,28,162.84,67.09,171.93,15.36,65.69,1.88,Autumn,None,Normal Day
2021-11-20,Bengaluru,Malaria,32,68.28,33.55,63.99,22.72,36.25,2.67,Autumn,None,Normal Day
2021-11-21,Bengaluru,Asthma,17,122.12,88.09,103.78,24.12,38.47,2.58,Autumn,None,Normal Day
2021-11-22,Bengaluru,Dengue,36,141.24,105.66,155.29,21.29,56.12,0.48,Autumn,None,Normal Day
2021-11-23,Mumbai,Asthma,15,55.16,37.55,46.63,16.72,52.92,4.23,Autumn,None,Normal Day
2021-11-24,Delhi,Typhoid,17,433.54,282.6,435.75,15.14,36.85,0.58,Autumn,None,Normal Day
2021-11-25,Chennai,Diarrhea,26,176.06,132.99,178.86,17.54,83.97,3.17,Autumn,None,Normal Day
2021-11-26,Kolkata,Influenza,19,138.79,59.24,120.17,19.82,59.55,4.46,Autumn,None,Normal Day
2021-11-27,Bengaluru,Influenza,32,128.13,100.22,129.47,26.0,82.45,1.44,Autumn,None,Normal Day
2021-11-28,Hyderabad,Diarrhea,41,199.1,84.67,201.53,17.94,87.7,0.97,Autumn,None,Normal Day
2021-11-29,Chennai,Diarrhea,14,68.33,48.3,56.53,21.94,62.23,2.75,Autumn,None,Normal Day
2021-11-30,Chennai,Typhoid,48,77.87,32.85,87.15,23.67,63.21,4.53,Autumn,None,Normal Day
2021-12-01,Hyderabad,Asthma,39,102.62,76.9,91.79,13.32,38.69,0.1,Winter,None,Normal Day
2021-12-02,Mumbai,Influenza,67,72.51,34.19,86.58,10.71,59.84,2.48,Winter,None,Normal Day
2021-12-03,Delhi,Malaria,44,406.99,260.3,397.9,12.43,62.28,0.68,Winter,None,Normal Day
2021-12-04,Bengaluru,Malaria,49,111.21,58.33,122.42,18.03,30.87,3.69,Winter,None,Normal Day
2021-12-05,Hyderabad,Typhoid,24,76.66,31.46,67.05,19.78,41.64,1.88,Winter,None,Normal Day
2021-12-06,Delhi,Influenza,35,299.3,192.36,357.54,21.1,58.67,1.07,Winter,None,Normal Day
2021-12-07,Mumbai,Typhoid,37,105.47,84.09,85.83,13.56,74.99,2.0,Winter,None,Normal Day
2021-12-08,Chennai,Dengue,44,134.2,102.25,148.05,17.75,69.48,2.37,Winter,None,Normal Day
2021-12-09,Hyderabad,Asthma,39,87.81,61.65,74.02,12.56,33.35,3.81,Winter,None,Normal Day
2021-12-10,Mumbai,Influenza,55,65.17,43.53,68.8,22.28,46.49,4.62,Winter,None,Normal Day
2021-12-11,Chennai,Influenza,69,80.14,42.42,70.63,19.94,30.21,2.38,Winter,None,Normal Day
2021-12-12,Chennai,Malaria,44,105.36,43.05,89.76,16.1,49.98,0.51,Winter,None,Normal Day
2021-12-13,Delhi,Dengue,38,350.28,161.26,343.42,22.35,50.57,1.0,Winter,None,Normal Day
2021-12-14,Hyderabad,Dengue,20,111.81,82.73,122.96,22.01,87.96,4.9,Winter,None,Normal Day
2021-12-15,Hyderabad,Typhoid,37,68.17,40.57,71.88,15.98,33.12,0.16,Winter,None,Normal Day
2021-12-16,Mumbai,Malaria,34,163.91,123.14,181.71,18.79,77.55,4.81,Winter,None,Normal Day
2021-12-17,Kolkata,Dengue,32,237.23,150.11,197.09,23.98,50.43,0.21,Winter,None,Normal Day
2021-12-18,Chennai,Diarrhea,10,93.33,42.88,91.39,24.99,67.89,1.99,Winter,None,Normal Day
2021-12-19,Bengaluru,Typhoid,29,98.87,52.02,96.04,18.57,62.07,3.92,Winter,None,Normal Day
2021-12-20,Mumbai,Diarrhea,31,90.74,50.61,73.11,17.68,64.16,0.68,Winter,None,Normal Day
2021-12-21,Kolkata,Typhoid,29,268.19,189.22,273.5,18.79,89.27,0.83,Winter,None,Normal Day
2021-12-22,Chennai,Diarrhea,7,124.45,60.56,135.89,14.06,55.75,4.6,Winter,None,Normal Day
2021-12-23,Mumbai,Dengue,25,85.14,60.44,89.61,10.1,87.82,2.25,Winter,None,Normal Day
2021-12-24,Delhi,Malaria,40,387.34,207.27,349.48,13.32,49.79,1.58,Winter,Christmas,Holiday
2021-12-25,Mumbai,Dengue,32,145.71,71.18,126.2,23.55,87.76,4.61,Winter,Christmas,Holiday
2021-12-26,Delhi,Dengue,27,213.58,120.75,202.44,10.87,80.58,2.16,Winter,Christmas,Holiday
2021-12-27,Chennai,Influenza,89,84.15,60.23,93.57,10.19,55.76,2.65,Winter,None,Normal Day
2021-12-28,Kolkata,Asthma,36,198.27,129.61,207.61,23.86,45.1,4.27,Winter,None,Normal Day
2021-12-29,Kolkata,Asthma,50,134.79,59.92,128.33,23.7,83.25,4.98,Winter,None,Normal Day
2021-12-30,Hyderabad,Asthma,37,70.78,53.18,68.99,12.66,44.62,0.16,Winter,None,Normal Day
2021-12-31,Delhi,Influenza,47,188.16,149.96,204.85,24.52,70.03,2.72,Winter,None,Normal Day
2022-01-01,Kolkata,Dengue,14,269.37,202.57,230.85,17.58,38.84,4.26,Winter,None,Normal Day
2022-01-02,Delhi,Influenza,61,451.87,332.96,500.89,18.28,81.66,4.82,Winter,None,Normal Day
2022-01-03,Bengaluru,Malaria,45,148.84,92.48,135.8,13.68,65.88,3.07,Winter,None,Normal Day
2022-01-04,Hyderabad,Asthma,46,189.08,134.72,183.57,18.96,71.98,0.18,Winter,None,Normal Day
2022-01-05,Kolkata,Diarrhea,28,293.93,151.67,321.56,21.03,74.47,3.22,Winter,None,Normal Day
2022-01-06,Delhi,Malaria,45,355.92,189.74,376.58,14.33,64.57,1.16,Winter,None,Normal Day
2022-01-07,Chennai,Malaria,7,199.5,95.14,188.79,17.85,63.81,3.73,Winter,None,Normal Day
2022-01-08,Bengaluru,Typhoid,25,102.6,75.44,101.25,20.1,83.67,4.79,Winter,None,Normal Day
2022-01-09,Hyderabad,Malaria,37,199.24,121.74,232.34,17.54,70.01,3.37,Winter,None,Normal Day
2022-01-10,Hyderabad,Influenza,75,156.06,80.17,172.21,17.58,52.76,3.16,Winter,None,Normal Day
2022-01-11,Hyderabad,Malaria,46,143.86,74.09,138.41,16.2,63.95,0.21,Winter,None,Normal Day
2022-01-12,Mumbai,Asthma,11,113.03,58.92,123.96,19.41,49.87,4.64,Winter,None,Normal Day
2022-01-13,Chennai,Malaria,43,165.61,80.27,193.44,19.97,59.7,1.38,Winter,Makar Sankranti,Holiday
2022-01-14,Hyderabad,Typhoid,21,96.79,46.24,114.16,13.88,38.62,3.65,Winter,Makar Sankranti,Holiday
2022-01-15,Bengaluru,Typhoid,47,52.83,28.79,54.52,16.63,70.58,1.81,Winter,Makar Sankranti,Holiday
2022-01-16,Kolkata,Influenza,62,81.11,50.21,88.55,15.33,60.69,1.26,Winter,None,Normal Day
2022-01-17,Mumbai,Diarrhea,37,54.7,26.81,58.76,11.34,38.77,1.58,Winter,None,Normal Day
2022-01-18,Bengaluru,Typhoid,5,79.61,46.66,65.06,19.28,84.23,2.25,Winter,None,Normal Day
2022-01-19,Mumbai,Diarrhea,27,158.5,90.57,149.12,20.87,72.4,1.51,Winter,None,Normal Day
2022-01-20,Kolkata,Malaria,42,136.58,71.76,111.42,11.65,60.23,4.37,Winter,None,Normal Day
2022-01-21,Mumbai,Influenza,61,144.46,93.34,162.64,23.61,70.04,1.33,Winter,None,Normal Day
2022-01-22,Mumbai,Diarrhea,16,140.24,67.92,159.62,23.03,78.87,3.37,Winter,None,Normal Day
2022-01-23,Bengaluru,Influenza,33,90.31,55.19,83.48,14.58,35.59,1.6,Winter,None,Normal Day
2022-01-24,Delhi,Dengue,24,226.7,150.71,254.74,23.61,50.42,1.45,Winter,None,Normal Day
2022-01-25,Bengaluru,Diarrhea,6,124.94,59.21,106.43,23.75,54.82,0.73,Winter,Republic Day,Holiday
2022-01-26,Hyderabad,Typhoid,24,110.7,76.47,90.08,11.94,77.65,0.75,Winter,Republic Day,Holiday
2022-01-27,Kolkata,Asthma,48,117.85,78.47,130.68,11.87,84.98,0.62,Winter,Republic Day,Holiday
2022-01-28,Delhi,Dengue,7,316.11,140.27,309.13,18.77,84.72,2.45,Winter,None,Normal Day
2022-01-29,Delhi,Diarrhea,12,390.49,286.23,354.52,20.25,80.22,0.18,Winter,None,Normal Day
2022-01-30,Delhi,Malaria,8,359.13,262.95,373.43,23.12,48.78,2.32,Winter,None,Normal Day
2022-01-31,Chennai,Diarrhea,30,109.47,54.72,108.47,15.24,54.35,2.28,Winter,None,Normal Day
2022-02-01,Delhi,Typhoid,10,302.38,126.9,289.3,17.64,47.56,1.92,Winter,None,Normal Day
2022-02-02,Chennai,Diarrhea,28,69.2,28.22,68.82,18.69,87.07,2.07,Winter,None,Normal Day
2022-02-03,Delhi,Typhoid,50,479.15,354.39,527.89,20.25,36.89,4.41,Winter,None,Normal Day
2022-02-04,Chennai,Malaria,35,162.85,71.89,148.34,22.7,77.19,0.12,Winter,None,Normal Day
2022-02-05,Chennai,Typhoid,13,106.94,82.37,123.01,18.17,55.74,2.15,Winter,None,Normal Day
2022-02-06,Hyderabad,Diarrhea,32,104.12,66.7,112.63,21.69,50.31,1.29,Winter,None,Normal Day
2022-02-07,Kolkata,Typhoid,48,282.7,140.85,265.89,22.93,64.61,1.76,Winter,None,Normal Day
2022-02-08,Bengaluru,Diarrhea,6,64.97,34.25,77.09,16.04,83.69,4.22,Winter,None,Normal Day
2022-02-09,Bengaluru,Influenza,81,61.03,32.02,56.06,16.99,31.17,0.5,Winter,None,Normal Day
2022-02-10,Hyderabad,Asthma,48,185.68,115.96,162.09,10.98,32.68,2.89,Winter,None,Normal Day
2022-02-11,Hyderabad,Influenza,66,133.21,81.96,126.75,22.38,77.33,2.05,Winter,None,Normal Day
2022-02-12,Mumbai,Dengue,37,89.38,63.39,91.13,18.95,57.53,2.2,Winter,None,Normal Day
2022-02-13,Hyderabad,Asthma,40,106.62,82.55,94.59,10.66,35.36,3.62,Winter,None,Normal Day
2022-02-14,Mumbai,Typhoid,39,129.32,89.81,131.58,15.05,41.24,2.68,Winter,None,Normal Day
2022-02-15,Delhi,Diarrhea,8,260.9,129.89,213.12,13.16,65.74,3.7,Winter,None,Normal Day
2022-02-16,Hyderabad,Diarrhea,23,172.36,88.98,168.35,14.76,55.89,0.7,Winter,None,Normal Day
2022-02-17,Hyderabad,Dengue,13,180.72,130.26,175.33,21.25,38.65,0.77,Winter,None,Normal Day
2022-02-18,Bengaluru,Asthma,33,89.36,52.48,88.11,14.45,54.83,2.59,Winter,None,Normal Day
2022-02-19,Mumbai,Influenza,75,108.63,67.96,91.58,19.47,88.0,1.8,Winter,None,Normal Day
2022-02-20,Mumbai,Asthma,49,57.69,37.57,49.7,13.88,56.78,2.34,Winter,None,Normal Day
2022-02-21,Chennai,Typhoid,27,132.71,72.96,133.66,20.05,56.8,3.19,Winter,None,Normal Day
2022-02-22,Bengaluru,Typhoid,43,57.45,35.39,64.91,21.03,49.93,1.82,Winter,None,Normal Day
2022-02-23,Delhi,Influenza,52,454.67,250.03,450.84,15.19,75.75,0.29,Winter,None,Normal Day
2022-02-24,Hyderabad,Diarrhea,45,82.97,60.06,88.99,21.88,54.08,2.56,Winter,None,Normal Day
2022-02-25,Kolkata,Typhoid,28,138.56,66.74,142.41,16.29,88.5,3.56,Winter,None,Normal Day
2022-02-26,Kolkata,Diarrhea,50,201.06,150.97,216.14,19.06,46.76,1.09,Winter,None,Normal Day
2022-02-27,Mumbai,Dengue,28,97.82,45.95,105.41,19.67,62.1,2.19,Winter,None,Normal Day
2022-02-28,Hyderabad,Influenza,90,129.94,81.66,118.26,13.67,34.91,3.92,Winter,None,Normal Day
2022-03-01,Mumbai,Influenza,29,126.6,82.4,139.81,36.31,35.61,1.29,Summer,None,Normal Day
2022-03-02,Chennai,Typhoid,44,151.05,92.25,158.92,29.17,87.66,0.87,Summer,None,Normal Day
2022-03-03,Chennai,Influenza,22,57.08,35.81,47.51,32.97,73.66,4.32,Summer,None,Normal Day
2022-03-04,Hyderabad,Asthma,23,132.64,64.74,148.49,34.66,84.65,0.57,Summer,None,Normal Day
2022-03-05,Kolkata,Diarrhea,48,184.67,133.14,214.92,39.06,41.14,4.36,Summer,None,Normal Day
2022-03-06,Bengaluru,Asthma,50,104.43,42.57,103.92,35.41,60.18,1.48,Summer,None,Normal Day
2022-03-07,Delhi,Asthma,42,494.98,333.14,523.34,31.57,80.9,4.43,Summer,None,Normal Day
2022-03-08,Mumbai,Dengue,31,141.4,107.32,134.0,32.56,73.79,2.67,Summer,None,Normal Day
2022-03-09,Delhi,Malaria,16,368.38,227.67,389.56,37.38,69.76,3.88,Summer,None,Normal Day
2022-03-10,Hyderabad,Malaria,33,189.87,125.79,211.84,38.38,62.56,1.7,Summer,None,Normal Day
2022-03-11,Kolkata,Diarrhea,21,195.64,104.1,215.42,33.57,34.94,0.45,Summer,None,Normal Day
2022-03-12,Hyderabad,Influenza,22,160.56,113.82,184.42,34.62,42.08,4.94,Summer,None,Normal Day
2022-03-13,Bengaluru,Dengue,18,64.41,31.07,56.93,27.52,86.8,2.01,Summer,None,Normal Day
2022-03-14,Mumbai,Typhoid,18,131.58,55.35,123.88,29.3,87.24,0.87,Summer,None,Normal Day
2022-03-15,Kolkata,Typhoid,43,251.51,184.33,239.56,25.19,55.88,0.17,Summer,None,Normal Day
2022-03-16,Bengaluru,Influenza,48,85.86,62.47,77.38,34.07,40.78,1.32,Summer,None,Normal Day
2022-03-17,Mumbai,Asthma,10,74.77,39.58,88.93,35.86,85.26,4.08,Summer,Holi,Holiday
2022-03-18,Chennai,Dengue,12,92.23,46.56,108.28,33.69,35.97,3.02,Summer,Holi,Holiday
2022-03-19,Mumbai,Typhoid,66,123.9,52.95,144.81,30.56,85.6,0.29,Summer,Holi,Holiday
2022-03-20,Hyderabad,Dengue,33,195.84,83.91,189.47,32.92,65.78,2.62,Summer,None,Normal Day
2022-03-21,Chennai,Influenza,17,71.79,50.06,65.78,37.28,62.22,4.59,Summer,None,Normal Day
2022-03-22,Mumbai,Influenza,21,112.18,88.3,103.02,32.93,39.84,0.3,Summer,None,Normal Day
2022-03-23,Hyderabad,Diarrhea,35,93.12,55.82,81.32,27.33,81.95,3.95,Summer,None,Normal Day
2022-03-24,Hyderabad,Diarrhea,14,104.82,62.29,108.78,31.61,80.08,0.16,Summer,None,Normal Day
2022-03-25,Chennai,Malaria,17,178.49,108.8,172.21,35.42,82.06,3.01,Summer,None,Normal Day
2022-03-26,Chennai,Dengue,11,150.95,61.11,138.57,35.11,33.38,3.34,Summer,None,Normal Day
2022-03-27,Bengaluru,Dengue,14,62.46,31.16,56.72,27.46,52.33,0.4,Summer,None,Normal Day
2022-03-28,Delhi,Typhoid,37,458.92,213.58,370.74,31.92,34.8,0.84,Summer,None,Normal Day
2022-03-29,Kolkata,Influenza,18,276.92,136.68,305.73,26.8,35.57,4.78,Summer,None,Normal Day
2022-03-30,Chennai,Diarrhea,29,150.95,116.55,133.63,27.53,43.54,2.68,Summer,None,Normal Day
2022-03-31,Delhi,Dengue,7,361.28,233.61,303.87,35.88,53.64,3.64,Summer,None,Normal Day
2022-04-01,Chennai,Malaria,22,79.77,52.08,69.92,31.39,70.56,0.38,Summer,None,Normal Day
2022-04-02,Hyderabad,Asthma,33,78.44,36.27,70.93,35.91,39.5,4.43,Summer,None,Normal Day
2022-04-03,Hyderabad,Diarrhea,7,191.86,85.94,171.91,31.66,58.91,3.74,Summer,None,Normal Day
2022-04-04,Bengaluru,Diarrhea,31,134.51,82.85,123.78,37.31,34.22,4.99,Summer,None,Normal Day
2022-04-05,Mumbai,Diarrhea,44,130.88,71.04,139.9,37.27,60.25,3.67,Summer,None,Normal Day
2022-04-06,Chennai,Malaria,50,152.43,90.17,177.81,29.1,32.72,0.48,Summer,None,Normal Day
2022-04-07,Chennai,Malaria,34,145.09,92.0,162.76,37.92,85.47,0.86,Summer,None,Normal Day
2022-04-08,Delhi,Asthma,69,327.95,239.34,319.6,27.23,56.65,1.59,Summer,None,Normal Day
2022-04-09,Hyderabad,Asthma,43,131.13,74.22,121.15,28.72,75.76,3.51,Summer,None,Normal Day
2022-04-10,Delhi,Typhoid,13,389.67,259.79,431.86,31.52,89.59,2.15,Summer,None,Normal Day
2022-04-11,Chennai,Typhoid,24,163.37,118.49,157.52,39.92,74.19,1.53,Summer,None,Normal Day
2022-04-12,Kolkata,Influenza,41,172.64,72.72,142.98,34.27,85.98,3.51,Summer,None,Normal Day
2022-04-13,Hyderabad,Malaria,28,104.4,46.08,104.68,31.4,53.03,3.67,Summer,None,Normal Day
2022-04-14,Hyderabad,Typhoid,9,66.95,44.06,63.26,31.29,67.62,1.09,Summer,None,Normal Day
2022-04-15,Hyderabad,Asthma,24,76.85,60.1,68.87,31.93,62.63,1.76,Summer,None,Normal Day
2022-04-16,Bengaluru,Malaria,28,30.17,12.9,27.87,26.4,72.59,4.97,Summer,None,Normal Day
2022-04-17,Delhi,Asthma,97,460.11,293.24,473.59,39.09,65.66,4.14,Summer,None,Normal Day
2022-04-18,Mumbai,Asthma,42,45.21,22.58,48.2,25.23,74.43,4.6,Summer,None,Normal Day
2022-04-19,Kolkata,Dengue,41,244.22,97.71,236.12,28.18,70.53,0.25,Summer,None,Normal Day
2022-04-20,Hyderabad,Influenza,7,120.07,63.84,124.21,28.17,36.6,2.94,Summer,None,Normal Day
2022-04-21,Delhi,Asthma,60,207.62,120.45,244.86,37.21,36.16,2.48,Summer,None,Normal Day
2022-04-22,Hyderabad,Influenza,14,82.33,40.96,75.93,25.69,79.47,0.41,Summer,None,Normal Day
2022-04-23,Delhi,Dengue,49,476.25,222.99,501.11,39.39,81.35,2.26,Summer,None,Normal Day
2022-04-24,Chennai,Malaria,34,126.61,72.23,120.39,31.54,52.28,0.21,Summer,None,Normal Day
2022-04-25,Bengaluru,Asthma,44,72.84,41.94,86.55,36.1,70.2,0.16,Summer,None,Normal Day
2022-04-26,Kolkata,Influenza,22,207.09,130.17,222.02,33.92,40.55,2.95,Summer,None,Normal Day
2022-04-27,Hyderabad,Influenza,34,186.45,95.05,188.79,34.7,51.01,4.77,Summer,None,Normal Day
2022-04-28,Hyderabad,Dengue,43,63.48,48.08,61.97,26.03,58.53,1.6,Summer,None,Normal Day
